node_id,x-coord [m],y-coord [m],z-coord [m],bottom_column,top_column,left_beam_x,right_beam_x,left_beam_y,right_beam_y,fcm [MPa],model_type_q
1,0,0,0,,1,,,,,elastic,elastic
2,3.85,0,0,,2,,,,,elastic,elastic
3,7.7,0,0,,3,,,,,elastic,elastic
4,11.55,0,0,,4085,,,,,elastic,elastic
5,14.6,0,0,,4087,,,,,elastic,elastic
6,18.45,0,0,,6,,,,,elastic,elastic
7,22.3,0,0,,7,,,,,elastic,elastic
8,26.15,0,0,,8,,,,,elastic,elastic
9,0,4.8,0,,9,,,,,elastic,elastic
10,3.85,4.8,0,,10,,,,,elastic,elastic
11,7.7,4.8,0,,11,,,,,elastic,elastic
12,11.55,4.8,0,,12,,,,,elastic,elastic
13,14.6,4.8,0,,13,,,,,elastic,elastic
14,18.45,4.8,0,,14,,,,,elastic,elastic
15,22.3,4.8,0,,15,,,,,elastic,elastic
16,26.15,4.8,0,,16,,,,,elastic,elastic
17,0,9.6,0,,17,,,,,elastic,elastic
18,3.85,9.6,0,,18,,,,,elastic,elastic
19,7.7,9.6,0,,19,,,,,elastic,elastic
20,11.55,9.6,0,,20,,,,,elastic,elastic
21,14.6,9.6,0,,21,,,,,elastic,elastic
22,18.45,9.6,0,,22,,,,,elastic,elastic
23,22.3,9.6,0,,23,,,,,elastic,elastic
24,26.15,9.6,0,,24,,,,,elastic,elastic
25,0,14.4,0,,25,,,,,elastic,elastic
26,3.85,14.4,0,,26,,,,,elastic,elastic
27,7.7,14.4,0,,27,,,,,elastic,elastic
28,11.55,14.4,0,,28,,,,,elastic,elastic
29,14.6,14.4,0,,29,,,,,elastic,elastic
30,18.45,14.4,0,,30,,,,,elastic,elastic
31,22.3,14.4,0,,31,,,,,elastic,elastic
32,26.15,14.4,0,,32,,,,,elastic,elastic
1001,0,0,2.95,1,1001,,1033,,1061,elastic,elastic
1002,3.85,0,2.95,2,1002,1033,1034,,1062,elastic,elastic
1003,7.7,0,2.95,3,1003,1034,1035,,1063,elastic,elastic
1004,11.55,0,2.95,4086,4090,1035,1036,,1064,elastic,elastic
1005,14.6,0,2.95,4088,4092,1036,1037,,1065,elastic,elastic
1006,18.45,0,2.95,6,1006,1037,1038,,1066,elastic,elastic
1007,22.3,0,2.95,7,1007,1038,1039,,1067,elastic,elastic
1008,26.15,0,2.95,8,1008,1039,,,1068,elastic,elastic
1009,0,4.8,2.95,9,1009,,1040,1061,1069,elastic,elastic
1010,3.85,4.8,2.95,10,1010,1040,1041,1062,1070,elastic,elastic
1011,7.7,4.8,2.95,11,1011,1041,1042,1063,1071,elastic,elastic
1012,11.55,4.8,2.95,12,1012,1042,1043,1064,1072,elastic,elastic
1013,14.6,4.8,2.95,13,1013,1043,1044,1065,1073,elastic,elastic
1014,18.45,4.8,2.95,14,1014,1044,1045,1066,1074,elastic,elastic
1015,22.3,4.8,2.95,15,1015,1045,1046,1067,1075,elastic,elastic
1016,26.15,4.8,2.95,16,1016,1046,,1068,1076,elastic,elastic
1017,0,9.6,2.95,17,1017,,1047,1069,1077,elastic,elastic
1018,3.85,9.6,2.95,18,1018,1047,1048,1070,1078,elastic,elastic
1019,7.7,9.6,2.95,19,1019,1048,1049,1071,1079,elastic,elastic
1020,11.55,9.6,2.95,20,1020,1049,1050,1072,1080,elastic,elastic
1021,14.6,9.6,2.95,21,1021,1050,1051,1073,1081,elastic,elastic
1022,18.45,9.6,2.95,22,1022,1051,1052,1074,1082,elastic,elastic
1023,22.3,9.6,2.95,23,1023,1052,1053,1075,1083,elastic,elastic
1024,26.15,9.6,2.95,24,1024,1053,,1076,1084,elastic,elastic
1025,0,14.4,2.95,25,1025,,1054,1077,,elastic,elastic
1026,3.85,14.4,2.95,26,1026,1054,1055,1078,,elastic,elastic
1027,7.7,14.4,2.95,27,1027,1055,1056,1079,,elastic,elastic
1028,11.55,14.4,2.95,28,1028,1056,1057,1080,,elastic,elastic
1029,14.6,14.4,2.95,29,1029,1057,1058,1081,,elastic,elastic
1030,18.45,14.4,2.95,30,1030,1058,1059,1082,,elastic,elastic
1031,22.3,14.4,2.95,31,1031,1059,1060,1083,,elastic,elastic
1032,26.15,14.4,2.95,32,1032,1060,,1084,,elastic,elastic
2001,0,0,5.9,1001,2001,,2033,,2061,elastic,elastic
2002,3.85,0,5.9,1002,2002,2033,2034,,2062,elastic,elastic
2003,7.7,0,5.9,1003,2003,2034,2035,,2063,elastic,elastic
2004,11.55,0,5.9,4091,4095,2035,2036,,2064,elastic,elastic
2005,14.6,0,5.9,4093,4097,2036,2037,,2065,elastic,elastic
2006,18.45,0,5.9,1006,2006,2037,2038,,2066,elastic,elastic
2007,22.3,0,5.9,1007,2007,2038,2039,,2067,elastic,elastic
2008,26.15,0,5.9,1008,2008,2039,,,2068,elastic,elastic
2009,0,4.8,5.9,1009,2009,,2040,2061,2069,elastic,elastic
2010,3.85,4.8,5.9,1010,2010,2040,2041,2062,2070,elastic,elastic
2011,7.7,4.8,5.9,1011,2011,2041,2042,2063,2071,elastic,elastic
2012,11.55,4.8,5.9,1012,2012,2042,2043,2064,2072,elastic,elastic
2013,14.6,4.8,5.9,1013,2013,2043,2044,2065,2073,elastic,elastic
2014,18.45,4.8,5.9,1014,2014,2044,2045,2066,2074,elastic,elastic
2015,22.3,4.8,5.9,1015,2015,2045,2046,2067,2075,elastic,elastic
2016,26.15,4.8,5.9,1016,2016,2046,,2068,2076,elastic,elastic
2017,0,9.6,5.9,1017,2017,,2047,2069,2077,elastic,elastic
2018,3.85,9.6,5.9,1018,2018,2047,2048,2070,2078,elastic,elastic
2019,7.7,9.6,5.9,1019,2019,2048,2049,2071,2079,elastic,elastic
2020,11.55,9.6,5.9,1020,2020,2049,2050,2072,2080,elastic,elastic
2021,14.6,9.6,5.9,1021,2021,2050,2051,2073,2081,elastic,elastic
2022,18.45,9.6,5.9,1022,2022,2051,2052,2074,2082,elastic,elastic
2023,22.3,9.6,5.9,1023,2023,2052,2053,2075,2083,elastic,elastic
2024,26.15,9.6,5.9,1024,2024,2053,,2076,2084,elastic,elastic
2025,0,14.4,5.9,1025,2025,,2054,2077,,elastic,elastic
2026,3.85,14.4,5.9,1026,2026,2054,2055,2078,,elastic,elastic
2027,7.7,14.4,5.9,1027,2027,2055,2056,2079,,elastic,elastic
2028,11.55,14.4,5.9,1028,2028,2056,2057,2080,,elastic,elastic
2029,14.6,14.4,5.9,1029,2029,2057,2058,2081,,elastic,elastic
2030,18.45,14.4,5.9,1030,2030,2058,2059,2082,,elastic,elastic
2031,22.3,14.4,5.9,1031,2031,2059,2060,2083,,elastic,elastic
2032,26.15,14.4,5.9,1032,2032,2060,,2084,,elastic,elastic
3001,0,0,8.85,2001,3001,,3033,,3061,elastic,elastic
3002,3.85,0,8.85,2002,3002,3033,3034,,3062,elastic,elastic
3003,7.7,0,8.85,2003,3003,3034,3035,,3063,elastic,elastic
3004,11.55,0,8.85,4096,4100,3035,3036,,3064,elastic,elastic
3005,14.6,0,8.85,4098,4102,3036,3037,,3065,elastic,elastic
3006,18.45,0,8.85,2006,3006,3037,3038,,3066,elastic,elastic
3007,22.3,0,8.85,2007,3007,3038,3039,,3067,elastic,elastic
3008,26.15,0,8.85,2008,3008,3039,,,3068,elastic,elastic
3009,0,4.8,8.85,2009,3009,,3040,3061,3069,elastic,elastic
3010,3.85,4.8,8.85,2010,3010,3040,3041,3062,3070,elastic,elastic
3011,7.7,4.8,8.85,2011,3011,3041,3042,3063,3071,elastic,elastic
3012,11.55,4.8,8.85,2012,3012,3042,3043,3064,3072,elastic,elastic
3013,14.6,4.8,8.85,2013,3013,3043,3044,3065,3073,elastic,elastic
3014,18.45,4.8,8.85,2014,3014,3044,3045,3066,3074,elastic,elastic
3015,22.3,4.8,8.85,2015,3015,3045,3046,3067,3075,elastic,elastic
3016,26.15,4.8,8.85,2016,3016,3046,,3068,3076,elastic,elastic
3017,0,9.6,8.85,2017,3017,,3047,3069,3077,elastic,elastic
3018,3.85,9.6,8.85,2018,3018,3047,3048,3070,3078,elastic,elastic
3019,7.7,9.6,8.85,2019,3019,3048,3049,3071,3079,elastic,elastic
3020,11.55,9.6,8.85,2020,3020,3049,3050,3072,3080,elastic,elastic
3021,14.6,9.6,8.85,2021,3021,3050,3051,3073,3081,elastic,elastic
3022,18.45,9.6,8.85,2022,3022,3051,3052,3074,3082,elastic,elastic
3023,22.3,9.6,8.85,2023,3023,3052,3053,3075,3083,elastic,elastic
3024,26.15,9.6,8.85,2024,3024,3053,,3076,3084,elastic,elastic
3025,0,14.4,8.85,2025,3025,,3054,3077,,elastic,elastic
3026,3.85,14.4,8.85,2026,3026,3054,3055,3078,,elastic,elastic
3027,7.7,14.4,8.85,2027,3027,3055,3056,3079,,elastic,elastic
3028,11.55,14.4,8.85,2028,3028,3056,3057,3080,,elastic,elastic
3029,14.6,14.4,8.85,2029,3029,3057,3058,3081,,elastic,elastic
3030,18.45,14.4,8.85,2030,3030,3058,3059,3082,,elastic,elastic
3031,22.3,14.4,8.85,2031,3031,3059,3060,3083,,elastic,elastic
3032,26.15,14.4,8.85,2032,3032,3060,,3084,,elastic,elastic
4001,0,0,11.8,3001,,,4033,,4061,elastic,elastic
4002,3.85,0,11.8,3002,,4033,4034,,4062,elastic,elastic
4003,7.7,0,11.8,3003,,4034,4035,,4063,elastic,elastic
4004,11.55,0,11.8,4101,,4035,4036,,4064,elastic,elastic
4005,14.6,0,11.8,4103,,4036,4037,,4065,elastic,elastic
4006,18.45,0,11.8,3006,,4037,4038,,4066,elastic,elastic
