node_id,x-coord [m],y-coord [m],z-coord [m],bottom_column,top_column,left_beam_x,right_beam_x,left_beam_y,right_beam_y,fcm [MPa],model_type_q
1,0,0,0,,1,,,,,elastic,elastic
2,4.2,0,0,,2,,,,,elastic,elastic
3,8.4,0,0,,3,,,,,elastic,elastic
4,12.6,0,0,,4085,,,,,elastic,elastic
5,15.5,0,0,,4087,,,,,elastic,elastic
6,19.7,0,0,,6,,,,,elastic,elastic
7,23.9,0,0,,7,,,,,elastic,elastic
8,28.1,0,0,,8,,,,,elastic,elastic
9,0,5.1,0,,9,,,,,elastic,elastic
10,4.2,5.1,0,,10,,,,,elastic,elastic
11,8.4,5.1,0,,11,,,,,elastic,elastic
12,12.6,5.1,0,,12,,,,,elastic,elastic
13,15.5,5.1,0,,13,,,,,elastic,elastic
14,19.7,5.1,0,,14,,,,,elastic,elastic
15,23.9,5.1,0,,15,,,,,elastic,elastic
16,28.1,5.1,0,,16,,,,,elastic,elastic
17,0,10.2,0,,17,,,,,elastic,elastic
18,4.2,10.2,0,,18,,,,,elastic,elastic
19,8.4,10.2,0,,19,,,,,elastic,elastic
20,12.6,10.2,0,,20,,,,,elastic,elastic
21,15.5,10.2,0,,21,,,,,elastic,elastic
22,19.7,10.2,0,,22,,,,,elastic,elastic
23,23.9,10.2,0,,23,,,,,elastic,elastic
24,28.1,10.2,0,,24,,,,,elastic,elastic
25,0,15.3,0,,25,,,,,elastic,elastic
26,4.2,15.3,0,,26,,,,,elastic,elastic
27,8.4,15.3,0,,27,,,,,elastic,elastic
28,12.6,15.3,0,,28,,,,,elastic,elastic
29,15.5,15.3,0,,29,,,,,elastic,elastic
30,19.7,15.3,0,,30,,,,,elastic,elastic
31,23.9,15.3,0,,31,,,,,elastic,elastic
32,28.1,15.3,0,,32,,,,,elastic,elastic
1001,0,0,2.9,1,1001,,1033,,1061,elastic,elastic
1002,4.2,0,2.9,2,1002,1033,1034,,1062,elastic,elastic
1003,8.4,0,2.9,3,1003,1034,1035,,1063,elastic,elastic
1004,12.6,0,2.9,4086,4090,1035,1036,,1064,elastic,elastic
1005,15.5,0,2.9,4088,4092,1036,1037,,1065,elastic,elastic
1006,19.7,0,2.9,6,1006,1037,1038,,1066,elastic,elastic
1007,23.9,0,2.9,7,1007,1038,1039,,1067,elastic,elastic
1008,28.1,0,2.9,8,1008,1039,,,1068,elastic,elastic
1009,0,5.1,2.9,9,1009,,1040,1061,1069,elastic,elastic
1010,4.2,5.1,2.9,10,1010,1040,1041,1062,1070,elastic,elastic
1011,8.4,5.1,2.9,11,1011,1041,1042,1063,1071,elastic,elastic
1012,12.6,5.1,2.9,12,1012,1042,1043,1064,1072,elastic,elastic
1013,15.5,5.1,2.9,13,1013,1043,1044,1065,1073,elastic,elastic
1014,19.7,5.1,2.9,14,1014,1044,1045,1066,1074,elastic,elastic
1015,23.9,5.1,2.9,15,1015,1045,1046,1067,1075,elastic,elastic
1016,28.1,5.1,2.9,16,1016,1046,,1068,1076,elastic,elastic
1017,0,10.2,2.9,17,1017,,1047,1069,1077,elastic,elastic
1018,4.2,10.2,2.9,18,1018,1047,1048,1070,1078,elastic,elastic
1019,8.4,10.2,2.9,19,1019,1048,1049,1071,1079,elastic,elastic
1020,12.6,10.2,2.9,20,1020,1049,1050,1072,1080,elastic,elastic
1021,15.5,10.2,2.9,21,1021,1050,1051,1073,1081,elastic,elastic
1022,19.7,10.2,2.9,22,1022,1051,1052,1074,1082,elastic,elastic
1023,23.9,10.2,2.9,23,1023,1052,1053,1075,1083,elastic,elastic
1024,28.1,10.2,2.9,24,1024,1053,,1076,1084,elastic,elastic
1025,0,15.3,2.9,25,1025,,1054,1077,,elastic,elastic
1026,4.2,15.3,2.9,26,1026,1054,1055,1078,,elastic,elastic
1027,8.4,15.3,2.9,27,1027,1055,1056,1079,,elastic,elastic
1028,12.6,15.3,2.9,28,1028,1056,1057,1080,,elastic,elastic
1029,15.5,15.3,2.9,29,1029,1057,1058,1081,,elastic,elastic
1030,19.7,15.3,2.9,30,1030,1058,1059,1082,,elastic,elastic
1031,23.9,15.3,2.9,31,1031,1059,1060,1083,,elastic,elastic
1032,28.1,15.3,2.9,32,1032,1060,,1084,,elastic,elastic
2001,0,0,5.8,1001,2001,,2033,,2061,elastic,elastic
2002,4.2,0,5.8,1002,2002,2033,2034,,2062,elastic,elastic
