node_id,x-coord [m],y-coord [m],z-coord [m],bottom_column,top_column,left_beam_x,right_beam_x,left_beam_y,right_beam_y,fcm [MPa],model_type_q
1,0,0,0,,4074,,,,,elastic,elastic
2,3.15,0,0,,4076,,,,,elastic,elastic
3,8.5,0,0,,3,,,,,elastic,elastic
4,13.85,0,0,,4,,,,,elastic,elastic
5,0,4.2,0,,5,,,,,elastic,elastic
6,3.15,4.2,0,,6,,,,,elastic,elastic
7,8.5,4.2,0,,7,,,,,elastic,elastic
8,13.85,4.2,0,,8,,,,,elastic,elastic
9,0,8.4,0,,9,,,,,elastic,elastic
10,3.15,8.4,0,,10,,,,,elastic,elastic
11,8.5,8.4,0,,11,,,,,elastic,elastic
12,13.85,8.4,0,,12,,,,,elastic,elastic
13,0,12.6,0,,13,,,,,elastic,elastic
14,3.15,12.6,0,,14,,,,,elastic,elastic
15,8.5,12.6,0,,15,,,,,elastic,elastic
16,13.85,12.6,0,,16,,,,,elastic,elastic
17,0,16.8,0,,17,,,,,elastic,elastic
18,3.15,16.8,0,,18,,,,,elastic,elastic
19,8.5,16.8,0,,19,,,,,elastic,elastic
20,13.85,16.8,0,,20,,,,,elastic,elastic
21,0,21,0,,21,,,,,elastic,elastic
22,3.15,21,0,,22,,,,,elastic,elastic
23,8.5,21,0,,23,,,,,elastic,elastic
24,13.85,21,0,,24,,,,,elastic,elastic
25,0,25.2,0,,25,,,,,elastic,elastic
26,3.15,25.2,0,,26,,,,,elastic,elastic
27,8.5,25.2,0,,27,,,,,elastic,elastic
28,13.85,25.2,0,,28,,,,,elastic,elastic
1001,0,0,2.75,4075,4079,,1029,,1050,elastic,elastic
1002,3.15,0,2.75,4077,4081,1029,1030,,1051,elastic,elastic
1003,8.5,0,2.75,3,1003,1030,1031,,1052,elastic,elastic
1004,13.85,0,2.75,4,1004,1031,,,1053,elastic,elastic
1005,0,4.2,2.75,5,1005,,1032,1050,1054,elastic,elastic
1006,3.15,4.2,2.75,6,1006,1032,1033,1051,1055,elastic,elastic
1007,8.5,4.2,2.75,7,1007,1033,1034,1052,1056,elastic,elastic
1008,13.85,4.2,2.75,8,1008,1034,,1053,1057,elastic,elastic
1009,0,8.4,2.75,9,1009,,1035,1054,1058,elastic,elastic
1010,3.15,8.4,2.75,10,1010,1035,1036,1055,1059,elastic,elastic
1011,8.5,8.4,2.75,11,1011,1036,1037,1056,1060,elastic,elastic
1012,13.85,8.4,2.75,12,1012,1037,,1057,1061,elastic,elastic
1013,0,12.6,2.75,13,1013,,1038,1058,1062,elastic,elastic
1014,3.15,12.6,2.75,14,1014,1038,1039,1059,1063,elastic,elastic
1015,8.5,12.6,2.75,15,1015,1039,1040,1060,1064,elastic,elastic
1016,13.85,12.6,2.75,16,1016,1040,,1061,1065,elastic,elastic
1017,0,16.8,2.75,17,1017,,1041,1062,1066,elastic,elastic
1018,3.15,16.8,2.75,18,1018,1041,1042,1063,1067,elastic,elastic
1019,8.5,16.8,2.75,19,1019,1042,1043,1064,1068,elastic,elastic
1020,13.85,16.8,2.75,20,1020,1043,,1065,1069,elastic,elastic
1021,0,21,2.75,21,1021,,1044,1066,1070,elastic,elastic
1022,3.15,21,2.75,22,1022,1044,1045,1067,1071,elastic,elastic
1023,8.5,21,2.75,23,1023,1045,1046,1068,1072,elastic,elastic
1024,13.85,21,2.75,24,1024,1046,,1069,1073,elastic,elastic
1025,0,25.2,2.75,25,1025,,1047,1070,,elastic,elastic
1026,3.15,25.2,2.75,26,1026,1047,1048,1071,,elastic,elastic
1027,8.5,25.2,2.75,27,1027,1048,1049,1072,,elastic,elastic
1028,13.85,25.2,2.75,28,1028,1049,,1073,,elastic,elastic
2001,0,0,5.5,4080,4084,,2029,,2050,elastic,elastic
2002,3.15,0,5.5,4082,4086,2029,2030,,2051,elastic,elastic
2003,8.5,0,5.5,1003,2003,2030,2031,,2052,elastic,elastic
2004,13.85,0,5.5,1004,2004,2031,,,2053,elastic,elastic
